product_id,sku,product_name,category,sub_category,brand,unit_cost,unit_price,supplier_id,is_active,launch_date,weight_kg,stock_quantity,margin_flag
415,SKU-00415,Analysis Board Games Ultra,Toys,Board Games,GlowLab,44.36,89.3,10.0,1,2024-07-05,17.74,3924,0
416,SKU-00416,Key Action Figures Lite,Toys,Action Figures,AromaBliss,70.32,93.86,14.0,1,2022-05-17,26.04,2837,0
417,SKU-00417,Finish Haircare Plus,Beauty,Haircare,IronClad,102.32,150.1,20.0,0,2018-03-16,26.8,2692,0
418,SKU-00418,Evidence Headphones,Electronics,Headphones,ByteBox,417.9,809.6775,21.0,1,2023-11-12,0.44,529,0
419,SKU-00419,Recognize Cookware Lite,Home & Kitchen,Cookware,SwiftGear,204.05,498.65,40.0,1,2024-11-16,13.45,1066,0
420,SKU-00420,State Comics,Books,Comics,LuxeWear,27.35,38.0,47.0,1,2018-08-22,13.28,3130,0
421,SKU-00421,Represent Comics Lite,Books,Comics,ByteBox,21.54,55.33,47.0,1,2023-08-03,16.9,1507,0
422,SKU-00422,It Appliances Max,Home & Kitchen,Appliances,NovaTech,239.76,482.82,5.0,1,2020-02-18,9.2,671,0
423,SKU-00423,Assume Makeup Plus,Beauty,Makeup,PeakForm,90.95,114.5,5.0,1,2018-08-15,15.18,4094,0
424,SKU-00424,Thought Action Figures Plus,Toys,Action Figures,NovaTech,12.68,27.37,46.0,1,2021-02-15,20.17,4461,0
425,SKU-00425,Discover Outdoor Gear Pro,Sports,Outdoor Gear,PageTurner,247.05,487.51,37.0,1,2020-11-08,14.8,2863,0
426,SKU-00426,Energy Laptops,Electronics,Laptops,GlowLab,324.11,809.6775,1.0,1,2019-12-05,18.74,1961,0
427,SKU-00427,Walk Tablets Lite,Electronics,Tablets,NovaTech,827.04,809.6775,44.0,1,2024-10-10,26.77,3532,1
428,SKU-00428,Sit Outdoor Gear Plus,Sports,Outdoor Gear,GlowLab,76.34,140.81,13.0,1,2018-08-11,10.13,4463,0
429,SKU-00429,Grow Makeup Ultra,Beauty,Makeup,PureEdge,113.2,270.55,33.0,1,2024-06-14,19.05,3379,0
430,SKU-00430,Nice Non-Fiction Max,Books,Non-Fiction,UrbanNest,14.24,35.53,5.0,1,2018-11-18,8.05,277,0
431,SKU-00431,Population Makeup Max,Beauty,Makeup,PageTurner,96.82,137.1,,1,2020-03-24,27.46,2950,0
432,SKU-00432,Until Dairy Ultra,Grocery,Dairy,IronClad,8.86,17.57,47.0,1,2019-12-03,28.87,2631,0
433,SKU-00433,Blue Haircare Pro,Beauty,Haircare,PlayZone,39.95,101.02,31.0,1,2020-09-25,28.03,3542,0
434,SKU-00434,Hard Skincare Lite,Beauty,Skincare,SwiftGear,94.57,167.16,6.0,1,2021-06-28,14.82,4627,0
435,SKU-00435,Exactly Board Games Lite,Toys,Board Games,PeakForm,80.75,189.25,42.0,0,2023-11-07,18.84,4758,0
436,SKU-00436,Sport Action Figures Plus,Toys,Action Figures,LuxeWear,33.02,86.14,18.0,1,2024-09-25,2.59,2050,0
437,SKU-00437,Soldier Fitness Equipment Plus,Sports,Fitness Equipment,PageTurner,267.77,632.42,17.0,1,2022-05-15,14.47,4248,0
438,SKU-00438,Issue Academic Ultra,Books,Academic,PeakForm,28.34,51.53,11.0,1,2021-04-11,13.28,2982,0
439,SKU-00439,Know Comics,Books,Comics,PageTurner,22.1,37.22,47.0,1,2023-12-16,23.85,4878,0
440,SKU-00440,Material Non-Fiction Max,Books,Non-Fiction,GlowLab,24.56,46.75,31.0,1,2024-03-06,1.1,1225,0
441,SKU-00441,Board Bedding Ultra,Home & Kitchen,Bedding,PlayZone,479.34,809.6775,9.0,1,2024-06-08,9.93,85,0
442,SKU-00442,Anyone Skincare Pro,Beauty,Skincare,PlayZone,27.66,72.67,12.0,1,2023-11-29,8.42,4572,0
443,SKU-00443,Across Educational Lite,Toys,Educational,PureEdge,57.5,96.89,38.0,1,2018-02-12,26.62,3706,0
444,SKU-00444,Mr Outdoor Gear Max,Sports,Outdoor Gear,PlayZone,245.04,474.03,15.0,1,2022-01-02,28.19,163,0
445,SKU-00445,Father Fitness Equipment,Sports,Fitness Equipment,ByteBox,217.36,270.25,48.0,1,2021-11-11,10.12,4796,0
446,SKU-00446,Section Skincare Pro,Beauty,Skincare,ByteBox,109.39,295.4,20.0,0,2019-02-16,11.9,981,0
447,SKU-00447,Establish Team Sports Pro,Sports,Team Sports,FreshCart,82.41,152.3,24.0,1,2018-06-20,3.8,1591,0
448,SKU-00448,Room Educational Plus,Toys,Educational,NovaTech,76.08,94.53,24.0,1,2018-09-23,10.0,2790,0
449,SKU-00449,Long Fitness Equipment Ultra,Sports,Fitness Equipment,UrbanNest,174.44,482.52,22.0,0,2022-02-09,3.32,1731,0
450,SKU-00450,Party Headphones,Electronics,Headphones,PeakForm,610.58,766.0,23.0,1,2023-12-11,19.61,1593,0
451,SKU-00451,Build Fiction Plus,Books,Fiction,FreshCart,35.11,49.91,30.0,1,2018-11-13,26.98,2055,0
452,SKU-00452,Between Footwear Ultra,Clothing,Footwear,PageTurner,97.34,256.17,,1,2018-09-05,9.27,3451,0
453,SKU-00453,At Haircare Lite,Beauty,Haircare,PageTurner,14.13,21.45,30.0,1,2021-07-22,19.46,3431,0
454,SKU-00454,Dream Cookware,Home & Kitchen,Cookware,FreshCart,299.44,809.6775,12.0,1,2022-12-08,20.45,3205,0
455,SKU-00455,Plant Snacks Lite,Grocery,Snacks,NovaTech,20.42,52.43,,1,2018-09-07,20.26,2169,0
456,SKU-00456,Left Educational Pro,Toys,Educational,PlayZone,61.41,127.92,42.0,1,,24.44,227,0
457,SKU-00457,Every Action Figures Pro,Toys,Action Figures,PeakForm,10.41,19.95,23.0,1,2023-01-23,16.2,2329,0
458,SKU-00458,The Bedding,Home & Kitchen,Bedding,PeakForm,34.52,59.54,1.0,1,2020-10-24,0.56,171,0
459,SKU-00459,Court Non-Fiction,Books,Non-Fiction,PureEdge,11.39,28.17,8.0,1,2023-07-08,20.5,288,0
460,SKU-00460,Member Action Figures Ultra,Toys,Action Figures,GlowLab,50.25,62.92,39.0,1,2022-11-26,23.34,2904,0
461,SKU-00461,Usually Academic Plus,Books,Academic,IronClad,3.66,9.98,8.0,1,,0.57,4592,0
462,SKU-00462,Market Outdoor Gear Plus,Sports,Outdoor Gear,NovaTech,235.39,456.75,26.0,1,2023-03-10,26.57,1475,0
463,SKU-00463,Doctor Appliances Pro,Home & Kitchen,Appliances,SwiftGear,414.37,582.21,36.0,1,2018-07-07,20.07,2824,0
464,SKU-00464,Table Outdoor Toys Lite,Toys,Outdoor Toys,UrbanNest,18.96,34.2,7.0,1,2020-05-03,25.79,4318,0
465,SKU-00465,Whose Academic Pro,Books,Academic,ZenHome,30.67,73.02,30.0,1,2018-07-26,12.44,2154,0
466,SKU-00466,Toward Headphones Ultra,Electronics,Headphones,PageTurner,107.05,219.59,26.0,1,2022-01-30,8.57,1860,0
467,SKU-00467,Low Bedding Plus,Home & Kitchen,Bedding,FreshCart,39.13,91.84,36.0,1,2019-01-17,13.93,4423,0
468,SKU-00468,Animal Appliances Ultra,Home & Kitchen,Appliances,SwiftGear,156.38,203.29,38.0,1,2023-01-21,14.54,2083,0
469,SKU-00469,Ok Beverages Lite,Grocery,Beverages,IronClad,11.83,16.58,44.0,1,2022-01-26,13.92,190,0
470,SKU-00470,Present Non-Fiction,Books,Non-Fiction,ByteBox,8.04,12.56,22.0,1,2018-01-17,9.0,2808,0
471,SKU-00471,Quite Makeup Pro,Beauty,Makeup,PeakForm,39.1,66.74,13.0,1,2020-03-27,29.23,4008,0
472,SKU-00472,Interview Beverages Pro,Grocery,Beverages,ZenHome,2.22,4.62,9.0,1,2019-01-24,21.39,4569,0
473,SKU-00473,Arm Laptops Ultra,Electronics,Laptops,PeakForm,406.08,809.6775,24.0,1,2024-09-30,18.41,1990,0
474,SKU-00474,Behind Snacks Pro,Grocery,Snacks,PureEdge,14.4,27.94,11.0,1,2020-04-06,20.79,4559,0
475,SKU-00475,Perhaps Skincare Lite,Beauty,Skincare,ByteBox,71.75,124.56,24.0,1,2021-08-16,21.98,4087,0
476,SKU-00476,Card Non-Fiction Max,Books,Non-Fiction,NovaTech,17.35,45.91,47.0,1,2022-03-04,2.97,1421,0
477,SKU-00477,Employee Academic Plus,Books,Academic,ZenHome,35.04,72.45,7.0,1,2018-06-06,13.98,809,0
478,SKU-00478,Reason Skincare Lite,Beauty,Skincare,LuxeWear,93.88,196.2,46.0,1,2022-10-15,0.94,1035,0
479,SKU-00479,Challenge Haircare Ultra,Beauty,Haircare,PlayZone,43.45,97.04,10.0,1,2019-05-29,19.69,2311,0
480,SKU-00480,Pull Accessories Max,Clothing,Accessories,LuxeWear,81.43,162.46,,1,2024-07-26,5.11,2923,0
481,SKU-00481,Act Accessories Lite,Clothing,Accessories,FreshCart,11.59,28.75,42.0,1,2022-03-22,20.26,1705,0
482,SKU-00482,Anything Non-Fiction Max,Books,Non-Fiction,SwiftGear,15.23,42.26,31.0,1,2018-02-15,12.16,153,0
483,SKU-00483,Evening Fragrances Max,Beauty,Fragrances,ByteBox,37.68,92.44,31.0,1,2018-05-17,8.47,1742,0
484,SKU-00484,Keep Non-Fiction Max,Books,Non-Fiction,PlayZone,16.23,42.69,37.0,0,2019-12-12,12.32,2756,0
485,SKU-00485,Culture Organic,Grocery,Organic,CloudWalker,20.25,42.49,10.0,1,2022-10-02,29.5,2391,0
486,SKU-00486,Strategy Board Games Lite,Toys,Board Games,AromaBliss,72.07,106.78,20.0,1,2020-11-23,23.7,3956,0
487,SKU-00487,Really Action Figures Max,Toys,Action Figures,ByteBox,80.96,186.23,32.0,1,2024-08-04,16.2,2621,0
488,SKU-00488,Control Tablets Ultra,Electronics,Tablets,LuxeWear,472.42,809.6775,1.0,1,2024-09-29,8.94,4260,0
489,SKU-00489,Moment Makeup Ultra,Beauty,Makeup,AromaBliss,92.07,240.56,35.0,1,2018-12-22,7.14,1014,0
490,SKU-00490,These Team Sports Lite,Sports,Team Sports,LuxeWear,249.38,401.99,42.0,1,2019-05-08,9.86,2743,0
491,SKU-00491,Pm Bedding Lite,Home & Kitchen,Bedding,CloudWalker,165.81,322.69,12.0,1,2022-08-19,24.27,4065,0
492,SKU-00492,Region Educational Pro,Toys,Educational,PureEdge,55.15,68.19,50.0,1,2020-12-10,2.78,3630,0
493,SKU-00493,Never Furniture Lite,Home & Kitchen,Furniture,AromaBliss,95.17,264.33,42.0,1,2018-06-25,18.75,3233,0
494,SKU-00494,Factor Smartphones Max,Electronics,Smartphones,ByteBox,38.61,103.31,33.0,0,2022-03-05,6.89,1515,0
495,SKU-00495,True Bedding Plus,Home & Kitchen,Bedding,ByteBox,290.11,430.2,8.0,1,2021-01-20,3.33,3045,0
496,SKU-00496,Summer Makeup Max,Beauty,Makeup,PeakForm,38.58,86.21,,1,2020-12-01,19.87,2733,0
497,SKU-00497,Nature Team Sports,Sports,Team Sports,PeakForm,205.39,426.98,38.0,1,2018-09-30,0.48,3425,0
498,SKU-00498,Force Smartphones Max,Electronics,Smartphones,PlayZone,555.04,809.6775,23.0,1,2022-05-02,18.98,1742,0
499,SKU-00499,Money Educational Max,Toys,Educational,UrbanNest,5.55,13.2,10.0,1,2018-06-05,13.69,338,0
500,SKU-00500,Share Fragrances Pro,Beauty,Fragrances,PageTurner,85.13,140.32,41.0,1,2024-12-03,5.92,204,0
